,,824
relatively,2
small,2
broad,2
You,2
executed,2
success,2
done,2
similar,2
recommended,2
adopters,2
complementary,2
previously,2
clear,2
measurement,2
At,2
listen,2
separately,2
prioritization,2
Other,2
ResourcesThe,2
true,2
explosion,2
contact,2
formal,2
.)•,2
tailored,2
white,2
Sub,2
organizationsshould,2
show,2
AssetsSub,2
ActiveDiscovery,2
ToolUse,2
Passive,2
Logging,2
Asset,2
InventoryMaintain,2
identifydevices,2
snetwork,2
passive,2
Host,2
Protocol,2
accurate,2
store,2
owner,2
toconnect,2
AssetsActively,2
unmanaged,2
gaining,2
possibly,2
particularly,2
interested,2
outof,2
Attacks,2
visible,2
demonstration,2
temporary,2
challenge,2
managing,2
changing,2
Managed,2
owners,2
sending,2
packet,2
Before,2
adequate,2
conducting,2
traditional,2
transmission,2
protocol,2
TCP,2
robust,2
identification,2
places,2
chance,2
securely,2
authenticated,2
MAC,2
x,2
currently,2
inventories,2
VPN,2
disconnected,2
Client,2
eitherremoved,2
timely,2
tied,2
connecting,2
SystemAsset,2
LevelAuthentication,2
NLA,2
KeyInfrastructure,2
PKI,2
versions,2
softwarethat,2
via,2
otherwise,2
installing,2
bots,2
likely,2
systemand,2
nothave,2
malicioussoftware,2
ofAuthorized,2
supportedby,2
added,2
throughoutthe,2
atimely,2
whitelisting,2
whitelistingsoftware,2
asystem,2
higher,2
combination,2
popular,2
platform,2
cryptographic,2
executable,2
times,2
Vulnerability,2
opportunity,2
operate,2
attention,2
remediation,2
starts,2
vendors,2
signatures,2
likelihood,2
computer,2
effects,2
ManagementSub,2
PatchManagement,2
frequent,2
thesystem,2
systemsare,2
departments,2
schemes,2
languages,2
Advanced,2
perform,2
achieved,2
however,2
cycles,2
grained,2
introduction,2
conduct,2
month,2
unpatched,2
securitypersonnel,2
was,2
spread,2
opening,2
attachment,2
contains,2
completely,2
sniffers,2
infected,2
password,2
easier,2
DedicatedWorkstations,2
administrativeaccount,2
dedicatedmachine,2
tasks,2
tasksrequiring,2
composing,2
asMicrosoft,2
withthe,2
issue,2
entryand,2
extract,2
individual,2
surfing,2
short,2
administration,2
requirement,2
random,2
resource,2
SystemMulti,2
rigorous,2
delivered,2
manufacturers,2
resellers,2
systemsand,2
geared,2
towards,2
pre,2
exploitable,2
properties,2
avoid,2
Store,2
thatonly,2
Content,2
start,2
developing,2
baseline,2
publicly,2
baselines,2
later,2
establishment,2
forexample,2
image,2
intended,2
employed,2
inspection,2
initiated,2
Audit,2
subsequent,2
Sometimes,2
nonexistent,2
three,2
consistent,2
networking,2
correlation,2
On,2
centralized,2
quite,2
subtle,2
nor,2
Browser,2
direct,2
valuable,2
main,2
targets,2
disable,2
oremail,2
add,2
Enforce,2
filters,2
physically,2
lower,2
Authentication,2
Reporting,2
DMARC,2
verification,2
attachments,2
directly,2
auto,2
employ,2
sure,2
consider,2
spam,2
emails,2
layer,2
jobs,2
rapid,2
updating,2
Malicious,2
moving,2
Modern,2
Enterprise,2
Command,2
softwareto,2
defend,2
Prevention,2
broader,2
alerting,2
Name,2
line,2
Bash,2
deactivated,2
enabled,2
continue,2
methodologies,2
examples,2
poorly,2
attempt,2
attempting,2
RegularAutomated,2
detected,2
Apply,2
front,2
logged,2
determining,2
compared,2
ApplicationFirewall,2
VulnerabilityScanner,2
Recovery,2
proven,2
difficult,2
aspects,2
regularbasis,2
restoration,2
calls,2
equipment,2
functional,2
exceptions,2
left,2
cases,2
AllNetwork,2
Factor,2
NetworkControlDescriptionsMaintain,2
Manage,2
acrossnetwork,2
connections,2
ACLs,2
made,2
flow,2
organized,2
perimeter,2
deeper,2
layered,2
lines,2
blurring,2
bypassing,2
methods,2
theboundary,2
Deny,2
ranges,2
communication,2
ateach,2
record,2
Intrusion,2
unusual,2
decrypting,2
Require,2
login,2
enforced,2
Internal,2
segment,2
sources,2
DeviceManagement,2
resides,2
prevention,2
care,2
mitigating,2
exfiltrate,2
several,2
profile,2
tosensitive,2
DevicesControlDescriptionsMaintain,2
processed,2
transfer,2
Monitor,2
where,2
labels,2
Job,2
turned,2
HostBased,2
DPLCIS,2
Need,2
holding,2
sensitiveinformation,2
aware,2
SP,2
evaluation,2
annual,2
andsystems,2
investment,2
discovering,2
SensitiveInformation,2
VLANs,2
provider,2
Protect,2
theinformation,2
integrated,2
utilizing,2
SystemConfigurationEnforcementSystemNetwork,2
public,2
ControlSub,2
IntrusionDetection,2
Not,2
AES,2
wirelessaccess,2
WIDS,2
restrict,2
peer,2
frequently,2
contract,2
expiration,2
Process,2
Automatically,2
dormant,2
disabled,2
detail,2
character,2
driven,2
describe,2
treatment,2
references,2
marketplace,2
implications,2
artifacts,2
relevant,2
routine,2
archive,2
mistakes,2
improvement,2
responsibility,2
risky,2
publications,2
SystemEducation,2
unexpected,2
ofspecific,2
exploits,2
SQL,2
injection,2
AControlTitleEstablish,2
Production,2
developer,2
internally,2
webapplication,2
externally,2
always,2
efforts,2
creates,2
documentation,2
owasp,2
SAFECODE,2
plans,2
containing,2
recover,2
Periodic,2
decision,2
Devise,2
scoring,2
enterprisesecurity,2
pdfCIS,2
objectives,2
exercises,2
PenetrationTesting,2
penetrationtesting,2
expensive,2
engagement,2
Testing,2
Confidence,1
WorldCIS,1
Organizational,1
March,1
licensed,1
Attribution,1
Non,1
Derivatives,1
International,1
License,1
creativecommons,1
licenses,1
nc,1
nd,1
legalcode,1
further,1
clarify,1
redistribute,1
i,1
ii,1
remix,1
transform,1
upon,1
modified,1
http,1
referring,1
employing,1
subject,1
approval,1
.).,1
AcknowledgmentsCIS,1
thank,1
volunteer,1
effort,1
army,1
generously,1
giving,1
online,1
everyone,1
IntroductionWhy,1
ContributorsHow,1
StartedThis,1
ControlsOther,1
ResourcesStructure,1
DocumentCIS,1
NotesContents,1
forHardware,1
onMobile,1
Servers,1
ProtectionImplement,1
TrainingProgram,1
andAnalysis,1
AuditLogs,1
RecoveryCapabilities,1
AccessBased,1
Needto,1
Know,1
ContinuousVulnerabilityManagement,1
WebBrowser,1
Protections,1
Configurationfor,1
Switches,1
AccessControl,1
Responseand,1
Useof,1
AdministrativePrivileges,1
Defenses,1
DefenseBasic,1
OrganizationalPenetration,1
SoftwareSecurity,1
Monitoringand,1
IntroductionThe,1
collectively,1
form,1
depth,1
setof,1
TheCIS,1
experienceas,1
globally,1
accepted,1
whodevelop,1
range,1
retail,1
manufacturing,1
healthcare,1
fascinating,1
call,1
Massive,1
datalosses,1
intellectual,1
property,1
card,1
identity,1
denial,1
extraordinary,1
array,1
certifications,1
databases,1
catalogs,1
countless,1
andrecommendations,1
seen,1
emergence,1
threatinformation,1
feeds,1
topit,1
surrounded,1
complianceregimes,1
forth,1
shortage,1
tosecurity,1
competing,1
opinions,1
paralyze,1
distract,1
enterprisefrom,1
vital,1
growing,1
expanding,1
arebecoming,1
New,1
brings,1
great,1
benefits,1
locations,1
interconnectedworld,1
standalone,1
So,1
industries,1
partnerships,1
coalitions,1
band,1
establish,1
andan,1
apparently,1
infinite,1
What,1
areas,1
needto,1
step,1
mature,1
managementprogram,1
Rather,1
chase,1
exceptional,1
neglect,1
howcan,1
Which,1
led,1
started,1
grassrootsactivity,1
cut,1
fundamental,1
valuableactions,1
determined,1
plaguing,1
today,1
Led,1
matured,1
international,1
andinstitutions,1
causes,1
andtranslate,1
stories,1
adversaries,1
andcurrent,1
intrusions,1
andbring,1
translations,1
roadmaps,1
buta,1
highly,1
makethem,1
implementable,1
usable,1
securityrequirements,1
ContributorsThe,1
informed,1
reflect,1
combinedknowledge,1
ecosystem,1
companies,1
governments,1
responders,1
technologists,1
finders,1
.);,1
andwithin,1
finance,1
transportation,1
academia,1
banded,1
adopt,1
Top,1
pooledtheir,1
defending,1
actualcyber,1
evolve,1
consensus,1
representing,1
thebest,1
ensures,1
measuresavailable,1
advanced,1
limited,1
ofsystems,1
detecting,1
machinesand,1
preventing,1
defensesidentified,1
deal,1
attacksurface,1
implanted,1
adaptive,1
capabilitythat,1
improved,1
five,1
reflected,1
Offense,1
informs,1
havecompromised,1
continually,1
learnfrom,1
thoseControls,1
Invest,1
riskreduction,1
andthat,1
feasibly,1
Measurements,1
sharedlanguage,1
specialists,1
officials,1
tomeasure,1
sothat,1
adjustments,1
diagnostics,1
Carry,1
continuousmeasurement,1
securitymeasures,1
next,1
Automation,1
Automate,1
reliable,1
adherence,1
Controlsand,1
.(,1
c,1
organizationwhose,1
promote,1
sustain,1
deliverworld,1
class,1
solutionsto,1
tocyber,1
leadcommunities,1
anenvironment,1
additional,1
tohttps,1
How,1
StartedThe,1
securityactions,1
alsochange,1
discussion,1
my,1
ALL,1
doing,1
toimprove,1
fits,1
understandwhat,1
infrastructures,1
mustconsider,1
oroperation,1
willneed,1
firstthings,1
Hygiene,1
tocreate,1
DHSContinuous,1
Diagnostic,1
Mitigation,1
CDM,1
Australian,1
Signals,1
Directorate,1
ASD,1
Essential,1
Eight,1
regarded,1
demonstrably,1
defenseactions,1
corresponds,1
messageof,1
US,1
CERT,1
Computer,1
Emergency,1
Readiness,1
ControlsWith,1
release,1
October,1
tobetter,1
thesecurity,1
supports,1
bothin,1
mentioned,1
tried,1
concise,1
magic,1
bullet,1
definingsecurity,1
straightforward,1
andmanageable,1
asked,1
phasing,1
yourcybersecurity,1
deserves,1
thought,1
had,1
decided,1
near,1
future,1
ll,1
soon,1
surveying,1
CISControls,1
area,1
sendingus,1
joining,1
WorkBench,1
Community,1
workbench,1
communities,1
choose,1
tomigrate,1
creating,1
aboutharnessing,1
securityimprovements,1
acts,1
catalyst,1
clearinghouse,1
learn,1
SinceVersion,1
servicesavailable,1
Please,1
ofworking,1
Mappings,1
RiskManagement,1
Frameworks,1
FISMA,1
ISO,1
Cases,1
Measurement,1
Small,1
Medium,1
Enterprises,1
Pointers,1
papers,1
supportthe,1
Documentation,1
alignment,1
Cybersecurity,1
FrameworkStructure,1
DocumentThe,1
presentation,1
description,1
ThisCIS,1
?),1
ofattacks,1
explanation,1
absence,1
table,1
Sample,1
Diagrams,1
components,1
ofimplementation,1
AssetTypeDevicesDevicesDevicesDevicesDevicesSecurityFunctionIdentifyIdentifyIdentifyIdentifyIdentifyControlTitleUtilize,1
AssetDiscovery,1
toUpdate,1
DetailedAsset,1
AssetInventory,1
InformationControlDescriptionsUtilize,1
assetinventory,1
Dynamic,1
IPaddress,1
dateinventory,1
thepotential,1
hardwareassets,1
inventoryrecords,1
hardwareaddress,1
department,1
whetherthe,1
andprevented,1
anywhere,1
addressspace,1
waiting,1
unprotected,1
attachedto,1
Bring,1
Your,1
Own,1
BYOD,1
synch,1
advantageof,1
evening,1
patchedwith,1
until,1
fromthe,1
huntingfor,1
Additional,1
guest,1
managedcarefully,1
isolated,1
affecting,1
ofenterprise,1
Large,1
understandably,1
intricate,1
patience,1
willingness,1
ToolsThis,1
procedural,1
united,1
forand,1
manages,1
links,1
governance,1
responsiblefor,1
component,1
assetinventories,1
Others,1
modest,1
sweeping,1
andmanage,1
Maintaining,1
view,1
toidentify,1
bandwidth,1
loadhistory,1
capacities,1
send,1
ICMPEcho,1
Request,1
responses,1
Becausesome,1
pings,1
alsoidentify,1
synchronize,1
SYN,1
oracknowledge,1
ACK,1
fingerprinting,1
sweep,1
toolspassively,1
interfaces,1
announce,1
switch,1
span,1
toview,1
flowing,1
maximizing,1
systemscommunicating,1
routersregarding,1
encryptednetwork,1
retrieve,1
informationfrom,1
reconciled,1
confirmed,1
shouldimplement,1
NAC,1
join,1
disappear,1
makingthe,1
Likewise,1
bedifficult,1
shut,1
down,1
paused,1
remotemachines,1
appearon,1
Whether,1
eachmachine,1
AssetTypeDevicesDevicesDevicesSecurityFunctionRespondProtectProtectControlTitleAddress,1
UnauthorizedAssetsDeploy,1
LevelAccess,1
ControlUtilize,1
Certificatesto,1
Authenticate,1
HardwareAssetsControlDescriptionsEnsure,1
quarantined,1
orthe,1
devicescan,1
authenticate,1
Theauthentication,1
thehardware,1
ensureonly,1
certificates,1
authenticatehardware,1
InventoryDatabaseNetwork,1
DeviceDiscoveryActive,1
DeviceDiscoveryComputingSystems,1
foundand,1
prevented,1
hostile,1
trustworthy,1
unsuspecting,1
sideprogram,1
backdoor,1
thatgive,1
sophisticated,1
zero,1
dayexploits,1
unknown,1
yetbeen,1
released,1
softwaredeployed,1
Poorly,1
forbusiness,1
introducing,1
introduced,1
anattacker,1
attackersoften,1
staging,1
collecting,1
alaunching,1
partnering,1
unable,1
systembackup,1
AssetTypeApplicationsApplicationsApplicationsApplicationsApplicationsApplicationsApplicationsApplicationsApplicationsApplicationsSecurityFunctionIdentifyIdentifyIdentifyIdentifyIdentifyRespondProtectProtectProtectProtectControlTitleMaintain,1
SoftwareEnsure,1
isSupported,1
VendorUtilize,1
SoftwareInventory,1
ToolsTrack,1
InventoryInformationIntegrate,1
andHardware,1
InventoriesAddress,1
UnapprovedSoftwareUtilize,1
ApplicationWhitelistingImplement,1
ApplicationWhitelisting,1
LibrariesImplement,1
Whitelisting,1
ScriptsPhysically,1
LogicallySegregate,1
High,1
RiskApplicationsControlDescriptionsMaintain,1
forany,1
oroperating,1
softwareinventory,1
Unsupported,1
tagged,1
unsupported,1
inventorysystem,1
automate,1
thedocumentation,1
businesssystems,1
trackthe,1
publisher,1
datefor,1
systemsauthorized,1
betied,1
alldevices,1
trackedfrom,1
technologyon,1
executes,1
unauthorizedsoftware,1
libraries,1
dll,1
ocx,1
load,1
systemprocess,1
digitally,1
signed,1
ps,1
,*.,1
py,1
macros,1
Physically,1
logically,1
segregated,1
systemsshould,1
isolate,1
butincur,1
ToolsWhitelisting,1
policiesor,1
enterprisestoday,1
applicationsused,1
pulling,1
leveraging,1
names,1
enumeration,1
specification,1
Features,1
modern,1
Moreover,1
increasingly,1
bundling,1
spyware,1
personal,1
preventionsystems,1
along,1
black,1
listing,1
endpointsecurity,1
theprotected,1
offer,1
custom,1
executablepath,1
expression,1
matching,1
gray,1
allowsadministrators,1
atcertain,1
InventoryDatabaseSoftwareWhitelistingSoftwareInventoryToolNetworkAccessControlsComputingSystemsV,1
ManagementContinuously,1
acquire,1
identifyvulnerabilities,1
remediate,1
constant,1
stream,1
advisories,1
bulletins,1
Understanding,1
hasbecome,1
theappearance,1
researchers,1
newvulnerabilities,1
race,1
parties,1
weaponize,1
anattack,1
regression,1
proactively,1
asignificant,1
having,1
Defenders,1
particularchallenges,1
scaling,1
withconflicting,1
uncertain,1
side,1
AssetTypeApplicationsApplicationsUsersApplicationsApplicationsApplicationsApplicationsSecurityFunctionDetectDetectProtectProtectProtectRespondRespondControlTitleRun,1
AutomatedVulnerability,1
ScanningToolsPerform,1
AuthenticatedVulnerability,1
ScanningProtect,1
DedicatedAssessment,1
AccountsDeploy,1
AutomatedOperating,1
ToolsDeploy,1
AutomatedSoftware,1
ToolsCompare,1
Back,1
backVulnerability,1
ScansUtilize,1
Risk,1
ratingProcessControlDescriptionsUtilize,1
compliantvulnerability,1
automaticallyscan,1
aweekly,1
identifyall,1
vulnerabilityscanning,1
agents,1
locally,1
oneach,1
thatare,1
rights,1
authenticatedvulnerability,1
andshould,1
specificIP,1
recent,1
updatesprovided,1
toolsin,1
softwareon,1
recentsecurity,1
softwarevendor,1
Regularly,1
backto,1
thatvulnerabilities,1
remediated,1
rating,1
prioritize,1
theremediation,1
ToolsA,1
configurationof,1
managedscanning,1
appliances,1
standardize,1
discoveredvulnerabilities,1
ispreferable,1
tovulnerabilities,1
categorized,1
recognizedvulnerability,1
CVE,1
CCE,1
OVAL,1
CPE,1
CVSS,1
XCCDF,1
toscanned,1
withoutlogin,1
diversityof,1
increases,1
varying,1
misconfigurations,1
configurationsof,1
intounauthorized,1
inadvertent,1
byadministrators,1
Effective,1
ticketing,1
thatautomatically,1
progress,1
fixing,1
makes,1
unmitigatedcritical,1
solved,1
withprevious,1
changed,1
trending,1
amount,1
elapses,1
publicrelease,1
occurrence,1
windowexceeds,1
criticality,1
note,1
delay,1
deviation,1
formally,1
documentedfor,1
improvethe,1
due,1
anerror,1
checks,1
reconcile,1
systempatches,1
announced,1
SystemPatchManagementSCAPVulnerabilityScannerComputingSystemsV,1
PrivilegesThe,1
assignment,1
andconfiguration,1
misuse,1
primary,1
method,1
targetenterprise,1
Two,1
uncontrolled,1
privileged,1
fooled,1
amalicious,1
downloading,1
simplysurfing,1
hosting,1
Thefile,1
runs,1
automaticallyor,1
tricking,1
hasadministrative,1
installkeystroke,1
loggers,1
andother,1
Similar,1
inadvertently,1
opens,1
anemail,1
obtain,1
second,1
technique,1
elevation,1
guessing,1
crackinga,1
loosely,1
identical,1
criticalsystems,1
aremany,1
act,1
avenues,1
PrivilegesSub,1
AssetTypeUsersUsersUsersUsersUsersUsersUsersUsersUsersSecurityFunctionDetectProtectProtectProtectProtectProtectProtectDetectDetectControlTitleMaintain,1
ofAdministrative,1
AccountsChange,1
